,ClassificationCode,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,STUDENTAID_MEN,STUDENTAID_WOMEN,STUDENTAID_TOTAL,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,RECRUITEXP_TOTAL,HDCOACH_SALARY_MEN,HDCOACH_SALARY_WOMEN,NUM_HDCOACH_MEN,NUM_HDCOACH_WOMEN,HDCOACH_SAL_FTE_MEN,HDCOACH_SAL_FTE_WOMN,FTE_HDCOACH_MEN,FTE_HDCOACH_WOMEN,ASCOACH_SALARY_MEN,ASCOACH_SALARY_WOMEN,NUM_ASCOACH_MEN,NUM_ASCOACH_WOMEN,ASCOACH_SAL_FTE_MEN,ASCOACH_SAL_FTE_WOMN,FTE_ASCOACH_MEN,FTE_ASCOACH_WOMEN,IL_PARTIC_MEN,IL_PARTIC_WOMEN,IL_SUM_PARTIC_MEN,IL_SUM_PARTIC_WOMEN,IL_OPEXPPERPART_MEN,IL_OPEXPPERTEAM_MEN,IL_OPEXPPERPART_WOMEN,IL_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_MENWOMEN,IL_SUM_OPEXPPERPART_MEN,IL_SUM_OPEXPPERTEAM_MEN,IL_SUM_OPEXPPERPART_WOMEN,IL_SUM_OPEXPPERTEAM_WOMEN,IL_MEN_FTHEADCOACH_MALE,IL_MEN_PTHEADCOACH_MALE,IL_MEN_FTUNIVEMPLOY_MALE,IL_MEN_PTUNIVEMPLOY_MALE,IL_MEN_FTHEADCOACH_FEM,IL_MEN_PTHEADCOACH_FEM,IL_MEN_FTUNIVEMPLOY_FEM,IL_MEN_PTUNIVEMPLOY_FEM,IL_MEN_TOTAL_HEADCOACH,IL_WOMEN_FTHDCOACH_MALE,IL_WOMEN_PTHDCOACH_MALE,IL_WOMEN_FTUNIVEMP_MALE,IL_WOMEN_PTUNIVEMP_MALE,IL_WOMEN_FTHDCOACH_FEM,IL_WOMEN_PTHDCOACH_FEM,IL_WOMEN_FTUNIVEMP_FEM,IL_WOMEN_PTUNIVEMP_FEM,IL_WOMEN_TOTAL_HDCOACH,IL_SUM_FTHDCOACH_MALE,IL_SUM_PTHDCOACH_MALE,IL_SUM_FTUNIVEMP_MALE,IL_SUM_PTUNIVEMP_MALE,IL_SUM_FTHDCOACH_FEM,IL_SUM_PTHDCOACH_FEM,IL_SUM_FTUNIVEMP_FEM,IL_SUM_PTUNIVEMP_FEM,IL_SUM_TOTAL_HDCOACH,IL_MEN_FTASCOACH_MALE,IL_MEN_PTASCOACH_MALE,IL_MEN_FTACUNIVEMP_MALE,IL_MEN_PTACUNIVEMP_MALE,IL_MEN_FTASSTCOACH_FEM,IL_MEN_PTASSTCOACH_FEM,IL_MEN_FTACUNIVEMP_FEM,IL_MEN_PTACUNIVEMP_FEM,IL_MEN_TOTAL_ASSTCOACH,IL_WOMEN_FTASCOACH_MALE,IL_WOMEN_PTASCOACH_MALE,IL_WOMEN_FTACUNEMP_MALE,IL_WOMEN_PTACUNEMP_MALE,IL_WOMEN_FTASTCOACH_FEM,IL_WOMEN_PTASTCOACH_FEM,IL_WOMN_FTACUNIVEMP_FEM,IL_WOMN_PTACUNIVEMP_FEM,IL_WOMEN_TOTAL_ASTCOACH,IL_SUM_FTASCOACH_MALE,IL_SUM_PTASCOACH_MALE,IL_SUM_FTACUNIVEMP_MALE,IL_SUM_PTACUNIVEMP_MALE,IL_SUM_FTASCOACH_FEM,IL_SUM_PTASCOACH_FEM,IL_SUM_FTACUNIVEMP_FEM,IL_SUM_PTACUNIVEMP_FEM,IL_SUM_TOTAL_ASSTCOACH,IL_REV_MEN,IL_REV_WOMEN,IL_TOTAL_REV_MENWOMEN,IL_REVENUE_MENALL,IL_REVENUE_WOMENALL,IL_TOTAL_REVENUE_ALL,IL_EXP_MEN,IL_EXP_WOMEN,IL_TOTAL_EXP_MENWOMEN,IL_EXPENSE_MENALL,IL_EXPENSE_WOMENALL,IL_TOTAL_EXPENSE_ALL,UNDUP_CT_PARTIC_MEN,UNDUP_CT_PARTIC_WOMEN,TOT_REVENUE_ALL_NOTALLOC,TOT_EXPENSE_ALL_NOTALLOC,GRND_TOTAL_REVENUE,GRND_TOTAL_EXPENSE,cluster,PC1,PC2,university
1287,4,603,845,1448,2,2684633.0,1936441.0,4621074,58,42,48941.0,26814.0,75755,46284.0,36342.0,9.0,9.0,62452.0,49037.0,6.67,6.67,20556.0,9608.0,27.0,13.0,37199.0,29115.0,14.92,4.29,401.0,207.0,401,207,17883.0,610775.0,20628.0,385471.0,996246.0,17883,610775,20628,385471,5.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,5.0,1.0,3.0,0.0,3.0,0.0,9.0,7,8,13,2,3,0,3,0,18,9.0,16.0,11.0,14.0,0.0,2.0,0.0,2.0,27.0,1.0,4.0,2.0,3.0,1.0,7.0,1.0,7.0,13.0,10,20,13,17,1,9,1,9,40,2079469.0,2380266.0,4459735.0,2079469,2380266,4459735,2079469.0,2380266.0,4459735.0,2079469,2380266,4459735,323,167,1437134,1437134,9259045,9259045,2,3.116060619302459,2.598342169260742,Lenoir-Rhyne University
1288,4,580,602,1182,2,795465.0,266523.0,1061988,75,25,1347.0,657.0,2004,37334.0,17267.0,6.0,7.0,56001.0,30217.0,4.0,4.0,29833.0,35000.0,6.0,1.0,29833.0,35000.0,6.0,1.0,143.0,85.0,143,85,7967.0,192201.0,9424.0,99838.0,292039.0,7967,192201,9424,99838,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,4.0,0.0,1.0,3.0,3.0,1.0,8.0,2,8,10,0,1,3,3,1,14,6.0,10.0,6.0,10.0,0.0,2.0,0.0,2.0,18.0,0.0,7.0,0.0,7.0,1.0,3.0,1.0,3.0,11.0,6,17,6,17,1,5,1,5,29,143306.0,281748.0,425054.0,143306,281748,425054,143306.0,281748.0,425054.0,143306,281748,425054,126,68,212264,212264,2262971,2262971,2,-2.530457075156838,0.519812977310329,Livingstone College
1289,12,426,246,672,5,278363.0,274074.0,552437,50,50,9579.0,3944.0,13523,33954.0,29636.0,5.0,5.0,37727.0,32929.0,4.5,4.5,18428.0,12107.0,9.0,3.0,25516.0,36321.0,6.5,1.0,222.0,73.0,222,73,3309.0,141477.0,4279.0,66043.0,207520.0,3309,141477,4279,66043,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,5.0,6,2,8,0,2,0,2,0,10,3.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,3,8,3,8,0,1,0,1,12,490636.0,460938.0,951574.0,490636,460938,951574,490636.0,460938.0,951574.0,490636,460938,951574,222,73,260809,260809,1798802,1798802,2,-3.2495491513976478,-2.7662743271554437,Louisburg College
1290,4,599,659,1258,2,1442254.0,620936.0,2063190,70,30,24109.0,14751.0,38860,24658.0,20922.0,9.0,8.0,31703.0,27896.0,7.0,6.0,19348.0,10620.0,11.0,5.0,20269.0,15994.0,10.5,3.32,350.0,167.0,350,167,11059.0,324975.0,12926.0,175871.0,500846.0,11059,324975,12926,175871,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,6.0,0.0,2.0,0.0,2.0,0.0,8.0,7,8,15,0,2,0,2,0,17,9.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,9,3,11,1,2,2,2,2,16,1187742.0,866182.0,2053924.0,1187742,866182,2053924,1130114.0,865252.0,1995366.0,1130114,865252,1995366,299,132,506064,469974,4285961,4121362,2,0.035012982731445,-0.6362172406701185,Mars Hill University
1291,6,1060,873,1933,2,0.0,0.0,0,0,0,49013.0,23328.0,72341,39361.0,38392.0,10.0,10.0,52481.0,54846.0,7.5,7.0,13598.0,4728.0,27.0,14.0,25320.0,15575.0,14.5,4.25,425.0,201.0,425,201,12863.0,549982.0,15009.0,275040.0,825022.0,12863,549982,15009,275040,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,8.0,0.0,1.0,1.0,2.0,0.0,10.0,10,8,18,0,1,1,2,0,20,10.0,18.0,10.0,18.0,0.0,0.0,0.0,0.0,28.0,0.0,9.0,0.0,9.0,0.0,6.0,0.0,6.0,15.0,10,27,10,27,0,6,0,6,43,888753.0,799966.0,1688719.0,888753,799966,1688719,883994.0,798810.0,1682804.0,883994,798810,1682804,380,171,688331,685977,3411317,3397892,2,1.4458219197370692,4.498384011575796,Methodist University
1292,10,273,250,523,2,1475136.0,1048050.0,2523186,58,42,0.0,0.0,0,31139.0,29704.0,7.0,8.0,39631.0,36559.0,5.5,6.5,12536.0,21945.0,5.0,4.0,15670.0,29260.0,4.0,3.0,222.0,159.0,222,159,11100.0,301226.0,12366.0,208694.0,509920.0,11100,301226,12366,208694,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,0.0,5.0,0.0,5.0,0.0,8.0,4,6,10,0,5,0,5,0,15,3.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,3,8,7,4,2,2,2,2,15,1809110.0,1348546.0,3157656.0,1809110,1348546,3157656,1809110.0,1348546.0,3157656.0,1809110,1348546,3157656,166,102,271508,154006,3973558,3856056,2,-0.4633894458247946,-1.4926540776006656,Montreat College
1293,5,577,869,1446,2,1083910.0,1015461.0,2099371,52,48,28104.0,21222.0,49326,37899.0,31722.0,8.0,8.0,48511.0,40604.0,6.25,6.25,16924.0,11823.0,13.0,11.0,33085.0,22816.0,6.65,5.7,291.0,229.0,291,229,18990.0,508958.0,17758.0,401257.0,910215.0,18990,508958,17758,401257,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,5.0,0.0,2.0,1.0,3.0,0.0,8.0,6,7,13,0,2,1,3,0,16,4.0,9.0,8.0,5.0,0.0,2.0,2.0,0.0,15.0,0.0,6.0,3.0,3.0,3.0,2.0,4.0,1.0,11.0,4,15,11,8,3,4,6,1,26,2037836.0,1656960.0,3694796.0,2037836,1656960,3694796,1988812.0,1622749.0,3611561.0,1988812,1622749,3611561,219,174,994956,910985,5431574,5249324,2,1.6107418959278617,0.20287810301633827,University of Mount Olive
1294,2,3827,4830,8657,1,2221142.0,1502193.0,3723335,60,40,140428.0,88700.0,229128,109687.0,59929.0,5.0,7.0,133765.0,70034.0,4.1,5.99,41696.0,32429.0,22.0,12.0,51218.0,37062.0,17.91,10.5,275.0,124.0,275,124,32783.0,1522809.0,69768.0,957310.0,2480119.0,32783,1522809,69768,957310,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,0.0,2.0,0.0,2.0,0.0,7.0,6,4,10,0,2,0,2,0,12,16.0,5.0,21.0,0.0,0.0,1.0,1.0,0.0,22.0,3.0,3.0,6.0,0.0,5.0,1.0,6.0,0.0,12.0,19,8,27,0,5,2,7,0,34,1363612.0,2265445.0,3629057.0,1363612,2265445,3629057,1362902.0,2264735.0,3627637.0,1362902,2264735,3627637,227,95,3700308,3639433,13126151,13064298,2,4.771842691994682,-3.569009934394846,North Carolina A & T State University
1295,3,1298,1829,3127,1,961605.0,1281810.0,2243415,43,57,66994.0,42080.0,109074,71130.0,55752.0,5.0,7.0,79033.0,60041.0,4.5,6.5,28402.0,27139.0,8.0,8.0,37371.0,32599.0,6.08,6.66,144.0,157.0,144,157,31312.0,640501.0,30252.0,503388.0,1143889.0,31312,640501,30252,503388,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,5.0,0.0,5.0,0.0,7.0,5,2,7,0,5,0,5,0,12,4.0,9.0,6.0,7.0,0.0,1.0,0.0,1.0,14.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,1.0,10.0,5,14,9,10,3,2,3,2,24,1393873.0,1718575.0,3112448.0,1393873,1718575,3112448,1393873.0,1718575.0,3112448.0,1393873,1718575,3112448,105,123,1795518,1795518,7000468,7000468,2,1.0565233953836142,-2.435509591450852,University of North Carolina at Asheville
1296,1,7361,10467,17828,1,8543038.0,6439779.0,14982817,57,43,1184326.0,399261.0,1583587,584832.0,150026.0,11.0,13.0,677174.0,169595.0,9.5,11.5,160054.0,62663.0,33.0,29.0,192907.0,77726.0,27.38,23.38,527.0,478.0,527,478,192189.0,7780920.0,103461.0,2948875.0,10729795.0,192189,7780920,103461,2948875,8.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,3.0,7.0,0.0,6.0,0.0,6.0,0.0,13.0,12,6,18,0,6,0,6,0,24,22.0,18.0,31.0,9.0,0.0,4.0,2.0,2.0,44.0,7.0,14.0,16.0,5.0,11.0,6.0,13.0,4.0,38.0,29,32,47,14,11,10,15,6,82,4788979.0,6630101.0,11419080.0,4788979,6630101,11419080,8535591.0,11625883.0,20161474.0,8535591,11625883,20161474,463,427,16030082,34919260,90500869,90463617,4,27.177438255346203,-0.7506375305389713,University of North Carolina at Chapel Hill
1297,1,10733,9524,20257,1,4295159.0,2150526.0,6445685,67,33,495788.0,192838.0,688626,221741.0,82161.0,7.0,7.0,238798.0,88481.0,6.5,6.5,74534.0,34595.0,23.0,16.0,85714.0,44282.0,20.0,12.5,344.0,193.0,344,193,94129.0,3499561.0,73494.0,1211408.0,4710969.0,94129,3499561,73494,1211408,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,5.0,0.0,5.0,0.0,7.0,7,2,9,0,5,0,5,0,14,17.0,6.0,22.0,1.0,0.0,1.0,0.0,1.0,24.0,2.0,4.0,6.0,0.0,8.0,2.0,8.0,2.0,16.0,19,10,28,1,8,3,8,3,40,3260618.0,3686378.0,6946996.0,3260618,3686378,6946996,3260618.0,3686378.0,6946996.0,3260618,3686378,6946996,291,135,13239669,11393298,32932759,31086388,1,10.630672388109808,-3.8435215944034256,University of North Carolina at Charlotte
1298,3,4789,9115,13904,1,1301334.0,1929873.0,3231207,40,60,152092.0,107336.0,259428,87262.0,62268.0,6.0,7.0,95195.0,67058.0,5.5,6.5,34622.0,30858.0,11.0,13.0,42316.0,34434.0,9.0,11.65,154.0,147.0,154,147,36125.0,738993.0,37054.0,589823.0,1328816.0,36125,738993,37054,589823,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,7.0,7,2,9,0,4,0,4,0,13,7.0,5.0,7.0,5.0,0.0,1.0,0.0,1.0,13.0,3.0,1.0,3.0,1.0,7.0,3.0,7.0,3.0,14.0,10,6,10,6,7,4,7,4,27,2172297.0,2711315.0,4883612.0,2172297,2711315,4883612,2172297.0,2711314.0,4883611.0,2172297,2711314,4883611,122,119,4928245,4928245,12686845,12686845,2,4.2342793470982425,-3.3009969065578324,University of North Carolina at Greensboro
1299,2,1827,3411,5238,1,2445257.0,1060866.0,3506123,70,30,147968.0,49007.0,196975,130762.0,61575.0,6.0,5.0,156914.0,68417.0,5.0,4.5,64338.0,42880.0,17.0,8.0,72916.0,49006.0,15.0,7.0,270.0,117.0,270,117,36142.0,1246049.0,25347.0,414281.0,1660330.0,36142,1246049,25347,414281,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,6,4,8,2,1,0,1,0,11,13.0,3.0,14.0,2.0,0.0,1.0,0.0,1.0,17.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,8.0,15,5,17,3,3,2,3,2,25,1117012.0,1319117.0,2436129.0,1117012,1319117,2436129,1117012.0,1319117.0,2436129.0,1117012,1319117,2436129,235,62,3302473,3302473,12877364,12877364,2,1.9128782309250614,-3.449261434686603,North Carolina Central University
1300,1,11323,9495,20818,1,6706328.0,4804967.0,11642243,58,41,1468173.0,471349.0,1942342,604884.0,160485.0,10.0,10.0,711628.0,188806.0,8.5,8.5,177769.0,65340.0,29.0,22.0,210420.0,82142.0,24.5,17.5,384.0,243.0,390,249,163995.0,4894215.0,133113.0,2414580.0,7308795.0,172339,4944279,141457,2464644,7.0,2.0,9.0,0.0,0.0,1.0,1.0,0.0,10.0,5.0,2.0,7.0,0.0,2.0,1.0,3.0,0.0,10.0,13,4,17,0,2,2,4,0,21,20.0,15.0,28.0,7.0,0.0,1.0,1.0,0.0,36.0,5.0,11.0,13.0,3.0,8.0,4.0,9.0,3.0,28.0,25,26,41,10,9,5,11,3,65,5374701.0,6426427.0,11801128.0,5480676,6532402,12013078,8832322.0,9736206.0,18568528.0,9040626,9944510,18985135,330,184,14355506,31387193,85201572,84139207,4,22.61896134650386,-3.8485338916717695,North Carolina State University at Raleigh
1301,6,757,1026,1783,2,0.0,0.0,0,0,0,32648.0,12935.0,45583,28312.0,21618.0,6.0,6.0,62916.0,45833.0,2.7,2.83,16837.0,12961.0,15.0,5.0,34455.0,27813.0,7.33,2.33,293.0,103.0,293,103,9317.0,364522.0,8058.0,142123.0,506645.0,9317,364522,8058,142123,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,6.0,0,9,8,1,0,3,3,0,12,0.0,15.0,11.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,5.0,0,17,13,4,0,3,3,0,20,422160.0,354393.0,776553.0,422160,354393,776553,406025.0,303958.0,709983.0,406025,303958,709983,291,101,1612385,1612385,3151560,3067527,0,-2.86152115778985,0.007512596690143318,North Carolina Wesleyan College
1302,3,4791,7122,11913,1,1132565.0,1604872.0,2737437,41,59,147141.0,87950.0,235091,139579.0,55636.0,7.0,9.0,162842.0,71532.0,6.0,7.0,43336.0,27237.0,13.0,17.0,60253.0,38267.0,9.35,12.1,144.0,212.0,144,212,72080.0,1186045.0,57881.0,961171.0,2147216.0,72080,1186045,57881,961171,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,4.0,0.0,3.0,2.0,5.0,0.0,9.0,7,4,11,0,3,2,5,0,16,6.0,10.0,11.0,5.0,0.0,1.0,1.0,0.0,17.0,1.0,9.0,8.0,2.0,6.0,5.0,7.0,4.0,21.0,7,19,19,7,6,6,8,4,38,2435969.0,2896874.0,5332843.0,2435969,2896874,5332843,2435969.0,2896874.0,5332843.0,2435969,2896874,5332843,143,176,8294333,6728799,18039677,16474143,1,6.0854345199098026,-1.1340810556244256,University of North Carolina Wilmington
1303,7,380,500,880,2,0.0,0.0,0,0,0,11390.0,8928.0,20318,16809.0,18857.0,6.0,6.0,50427.0,56571.0,2.0,2.0,6900.0,4300.0,5.0,6.0,69000.0,43000.0,0.5,0.6,101.0,69.0,101,69,11620.0,204537.0,10958.0,132817.0,337354.0,11620,204537,10958,132817,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,6.0,0,10,3,7,0,2,1,1,12,0.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,5.0,6.0,0,5,0,5,0,6,0,6,11,254777.0,277794.0,532571.0,254777,277794,532571,254777.0,277794.0,532571.0,254777,277794,532571,101,69,185818,185818,879843,879843,0,-5.2357262287899164,-0.6043131023061179,William Peace University
1304,4,1844,2634,4478,1,1006260.0,646057.0,1652317,61,39,34471.0,13926.0,48397,31332.0,22353.0,6.0,7.0,75197.0,48145.0,2.5,3.25,20130.0,15256.0,10.0,5.0,40260.0,32050.0,5.0,2.38,313.0,164.0,313,164,12433.0,422163.0,14627.0,246886.0,669049.0,12433,422163,14627,246886,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,7.0,0,10,10,0,0,3,3,0,13,0.0,19.0,8.0,11.0,0.0,2.0,0.0,2.0,21.0,0.0,4.0,1.0,3.0,0.0,12.0,3.0,9.0,16.0,0,23,9,14,0,14,3,11,37,854574.0,918322.0,1772896.0,854574,918322,1772896,786399.0,851667.0,1638066.0,786399,851667,1638066,256,125,1714380,919502,5093049,4052965,2,-1.0668884269163563,2.4850943211410983,University of North Carolina at Pembroke
1305,5,348,391,739,2,895231.0,988352.0,1883583,48,52,13753.0,37349.0,51102,40468.0,37656.0,8.0,8.0,53957.0,50208.0,6.0,6.0,22750.0,20785.0,10.0,7.0,22750.0,20785.0,10.0,7.0,230.0,158.0,230,158,12321.0,343878.0,18970.0,276435.0,620313.0,12321,343878,18970,276435,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,6.0,0.0,1.0,1.0,2.0,0.0,8.0,3,11,14,0,1,1,2,0,16,9.0,10.0,9.0,10.0,1.0,2.0,1.0,2.0,22.0,3.0,4.0,3.0,4.0,4.0,6.0,4.0,6.0,17.0,12,14,12,14,5,8,5,8,39,1920112.0,1724000.0,3644112.0,1920112,1724000,3644112,1754685.0,1653339.0,3408024.0,1754685,1653339,3408024,200,130,2286212,1199195,6640725,5379169,2,1.7222251288035446,1.3007752512677875,Pfeiffer University
1306,13,1562,2105,3667,4,46312.0,46555.0,92867,50,50,0.0,0.0,0,7879.0,4524.0,2.0,2.0,40405.0,39339.0,0.39,0.23,2560.0,3850.0,4.0,2.0,35310.0,35000.0,0.29,0.22,47.0,29.0,47,29,3063.0,64707.0,2787.0,40323.0,105030.0,3063,64707,2787,40323,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0,2,1,1,0,2,2,0,4,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,4,1,3,0,2,0,2,6,83816.0,113303.0,197119.0,83816,113303,197119,79613.0,113303.0,192916.0,79613,113303,192916,47,29,71496,64349,331342,324195,0,-6.458389854630016,-4.644617086110868,Pitt Community College
1307,5,388,906,1294,2,2283211.0,2571376.0,4854587,47,53,47294.0,41236.0,88530,44428.0,47130.0,7.0,10.0,63469.0,59658.0,4.9,7.9,15196.0,18115.0,13.0,17.0,27248.0,27374.0,7.25,11.25,235.0,264.0,235,264,14131.0,347104.0,22916.0,455180.0,802284.0,14131,347104,22916,455180,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,4.0,0.0,6.0,0.0,6.0,0.0,10.0,3,8,11,0,6,0,6,0,17,3.0,17.0,7.0,13.0,0.0,4.0,1.0,3.0,24.0,0.0,12.0,4.0,8.0,7.0,6.0,8.0,5.0,25.0,3,29,11,21,7,10,9,8,49,2607059.0,3592510.0,6199569.0,2607059,3592510,6199569,2607059.0,3592510.0,6199569.0,2607059,3592510,6199569,187,217,1234591,1234591,8709436,8709436,2,4.8496853925600085,2.6363983821957606,Queens University of Charlotte
1309,14,278,325,603,4,0.0,0.0,0,0,0,0.0,0.0,0,9000.0,4000.0,1.0,1.0,34615.0,30769.0,0.26,0.13,3000.0,1500.0,1.0,1.0,14286.0,16667.0,0.21,0.09,26.0,9.0,26,9,1192.0,30999.0,1223.0,11008.0,42007.0,1192,30999,1223,11008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,2,45599.0,18208.0,63807.0,45599,18208,63807,45599.0,18208.0,63807.0,45599,18208,63807,26,9,18000,18000,81807,81807,0,-7.679570898484967,-5.266667563642858,Rockingham Community College
1310,4,494,425,919,2,673770.0,358686.0,1032456,65,35,2315.0,168.0,2483,42663.0,24245.0,5.0,5.0,47403.0,46986.0,4.5,2.58,16285.0,8625.0,7.0,4.0,28287.0,25368.0,4.03,1.36,188.0,80.0,188,80,13505.0,501881.0,9428.0,149551.0,651432.0,13505,501881,9428,149551,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,5.0,4,3,7,0,1,2,2,1,10,2.0,7.0,3.0,6.0,0.0,2.0,0.0,2.0,11.0,0.0,5.0,2.0,3.0,0.0,2.0,0.0,2.0,7.0,2,12,5,9,0,4,0,4,18,575606.0,492314.0,1067920.0,575606,492314,1067920,575606.0,492314.0,1067920.0,575606,492314,1067920,156,55,716412,716412,2982988,2982988,0,-3.1446816015029166,-1.4950685135331085,Saint Augustine's University
1312,14,588,756,1344,4,0.0,0.0,0,0,0,250.0,225.0,475,7000.0,4000.0,2.0,2.0,70000.0,40000.0,0.2,0.2,1875.0,2583.0,2.0,3.0,37500.0,77490.0,0.1,0.1,31.0,17.0,31,17,3706.0,56312.0,6849.0,51603.0,107915.0,3706,56312,6849,51603,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0,3,0,3,0,1,1,0,4,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,2,0,2,0,4,0,4,6,21933.0,68153.0,90086.0,21933,68153,90086,21933.0,68153.0,90086.0,21933,68153,90086,31,17,98297,98297,240812,240812,0,-6.785452187550661,-4.2825513862418925,Sandhills Community College
1313,4,700,904,1604,2,753264.0,609051.0,1362315,55,45,29042.0,41152.0,70194,57069.0,34318.0,4.0,7.0,80663.0,70242.0,2.83,3.42,28221.0,32072.0,9.0,3.0,36284.0,42763.0,7.0,2.25,97.0,93.0,97,93,12555.0,307580.0,21492.0,275148.0,582728.0,12555,307580,21492,275148,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,0.0,7.0,3,3,5,1,0,5,5,0,11,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,5,9,5,9,2,0,2,0,16,164565.0,726076.0,890641.0,164565,726076,890641,164565.0,726076.0,890641.0,164565,726076,890641,88,77,1100637,1100637,4189825,4189825,0,-2.453733925364411,-2.319729083360376,Shaw University
1314,10,349,263,612,2,1353480.0,1186210.0,2653790,51,45,21460.0,14664.0,36124,33309.0,35072.0,10.0,9.0,41636.0,45093.0,8.0,7.0,15112.0,16086.0,9.0,6.0,17001.0,19303.0,8.0,5.0,158.0,111.0,169,185,24427.0,401053.0,26147.0,295480.0,696533.0,24800,405158,26520,323095,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,5.0,0.0,4.0,0.0,4.0,0.0,9.0,8,8,16,0,4,0,4,0,20,5.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,2.0,0.0,3.0,1.0,4.0,0.0,6.0,6,6,12,0,3,2,5,0,17,2075571.0,1760333.0,3835904.0,2109671,1989732,4099403,2051801.0,1710949.0,3762750.0,2082422,1916947,3999369,161,178,613431,647619,5363397,5252184,2,1.5145268296533896,-1.094277370973217,St Andrews University
